"","doc_id","term1","term2","cooc"
"1","1","take","kind",1
"2","1","kind","man",1
"3","1","man","make",1
"4","1","make","outfit",1
"5","1","take","man",1
"6","1","kind","make",1
"7","1","man","outfit",1
"8","2","much","american",1
"9","2","good","much",1
"10","2","american","race",1
"11","2","race","races",1
"12","2","races","interbree",1
"13","2","good","american",1
"14","2","much","race",1
"15","5","work","team",1
"16","7","think","make",1
"17","7","make","difference",1
"18","7","think","difference",1
"19","8","black","man",1
"20","8","mix","black",1
"21","8","mix","man",1
"22","10","troops","fight",1
"23","10","fight","selve",1
"24","14","different","way",1
"25","14","lower","standard",1
"26","14","way","lower",1
"27","14","standard","living",1
"28","14","different","lower",1
"29","14","way","standard",1
"30","14","lower","living",1
"31","14","different","standard",1
"32","18","get","chance",1
"33","20","make","better",1
"34","20","better","soldier",1
"35","20","make","soldier",1
"36","20","soldier","outfit",1
"37","21","much","trouble",1
"38","21","trouble","race",1
"39","21","much","race",1
"40","23","much","strife",1
"41","23","strife","trouble",1
"42","23","much","trouble",1
"43","24","try","find",1
"44","25","sociologist","think",1
"45","25","think","happier",1
"46","27","live","tighter",1
"47","27","tighter","come",1
"48","27","live","come",1
"49","29","white","negro",1
"50","29","negro","mix",1
"51","32","negro","soldier",1
"52","32","white","negro",1
"53","32","white","soldier",1
"54","32","soldier","live",1
"55","32","negro","live",1
"56","35","better","cooperation",1
"57","35","cooperation","keep",1
"58","35","better","keep",1
"59","35","keep","liable",1
"60","35","liable","trouble",1
"61","38","full","share",1
"62","38","chance","full",1
"63","38","negro","chance",1
"64","38","chance","share",1
"65","41","work","better",1
"66","41","better","group",1
"67","51","know","negro",1
"68","51","negro","know",1
"69","51","know","take",1
"70","51","take","man",1
"71","51","man","raise",1
"72","51","raise","negro",1
"73","52","think","negro",1
"74","52","negro","white",1
"75","52","white","mix",1
"76","52","think","white",1
"77","52","negro","mix",1
"78","54","look","dirty",1
"79","54","color","look",1
"80","54","color","dirty",1
"81","58","soldier","change",1
"82","58","make","soldier",1
"83","58","change","mind",1
"84","58","make","change",1
"85","58","soldier","mind",1
